background_changed_fraction,background_mean_abs,background_rms,background_voxels,coord_mask_center_distance_vox,generator,highpass_difference_rms,img_id,inside_changed_fraction,inside_mean_abs,inside_rms,inside_voxels,mask_z_delta,orig_id,outside_changed_fraction,pristine_shape,raw_mask_shape,ring_1_changed_fraction,ring_1_mean_abs,ring_1_rms,ring_1_voxels,ring_2_5_changed_fraction,ring_2_5_mean_abs,ring_2_5_rms,ring_2_5_voxels,scan_shape,sdir_id,spacing_group,spacing_x,spacing_y,spacing_z,status,type
0.0,0.0,0.0,90816646,1.5,pix2pix,6.482066630393345,inj_1495,0.49514609765474815,13.824490580545945,44.741167651870114,83232,1,LIDC-IDRI-0770,0.0,347x512x512,348x512x512,0.0,0.0,0.0,11730,0.0,0.0,0.0,52360,347x512x512,3000634,z=1,0.625,0.625,1.0,ok,inj
0.0,0.0,0.0,87388086,1.5,pix2pix,11.70992058099903,inj_1507,0.4964152892561983,25.450092975206612,92.97045835120454,96800,1,LIDC-IDRI-0775,0.0,334x512x512,335x512x512,0.0,0.0,0.0,13090,0.0,0.0,0.0,58120,334x512x512,3000664,z=1,0.5859375,0.5859375,1.0,ok,inj
0.0,0.0,0.0,57566784,0.8660254037844386,pix2pix,20.456333625580697,inj_1533,0.49003926130580194,33.07837719936018,76.455312600095,55016,0,LIDC-IDRI-0785,0.0,220x512x512,220x512x512,0.0,0.0,0.0,9016,0.0,0.0,0.0,40864,220x512x512,2,z=1.25,0.703125,0.703125,1.25,ok,inj
0.0,0.0,0.0,61761088,0.8660254037844386,pix2pix,13.143573783231124,inj_1601,0.49305656536280357,18.465355532935874,42.07127461509622,55016,1,LIDC-IDRI-0820,0.0,236x512x512,237x512x512,0.0,0.0,0.0,9016,0.0,0.0,0.0,40864,236x512x512,2,z=1.25,0.703125,0.703125,1.25,ok,inj
1.2624800492644965e-05,1.2624800492644965e-05,0.0035531395262000287,126734676,1.5,pix2pix,5.678728920022706,inj_1641,0.4458995549904641,20.97315956770502,86.52533989380267,78650,1,LIDC-IDRI-0838,0.04633708598466308,484x512x512,485x512x512,0.0,0.0,0.0,11770,0.0019771863117870724,0.0019771863117870724,0.04446556321230029,52600,484x512x512,30360,z=1.25,0.5859379768371582,0.5859379768371582,1.25,ok,inj
0.0,0.0,0.0,51569764,0.5,pix2pix,6.287879837443128,inj_165,0.45712760577625444,12.931645782997135,55.658065711077825,35594,1,LIDC-IDRI-0091,0.0,197x512x512,198x512x512,0.0,0.0,0.0,6586,0.0,0.0,0.0,30424,197x512x512,2,z=1.25,0.859375,0.859375,1.25,ok,inj
0.0,0.0,0.0,114189888,0.8660254037844386,pix2pix,5.163273674984099,inj_1678,0.43203795259560857,10.456140031990694,45.86807345130872,55016,1,LIDC-IDRI-0854,0.0,436x512x512,437x512x512,0.0,0.0,0.0,9016,0.0,0.0,0.0,40864,436x512x512,31227,z=1.25,0.703125,0.703125,1.25,ok,inj
0.0,0.0,0.0,50769700,0.5,pix2pix,6.122577126576258,inj_178,0.47760032947421405,19.519196449000138,80.95510686659047,43706,1,LIDC-IDRI-0099,0.0,194x512x512,195x512x512,0.0,0.0,0.0,7626,0.0,0.0,0.0,34904,194x512x512,3000655,z=1.25,0.78125,0.78125,1.25,ok,inj
0.0,0.0,0.0,82519494,1.5,pix2pix,5.90826715385663,inj_1807,0.4728385930309007,12.76758711374096,58.92709156504826,24336,1,LIDC-IDRI-0912,0.0,315x512x512,316x512x512,0.0,0.0,0.0,5538,0.0,0.0,0.0,25992,315x512x512,30074,z=2,0.830078125,0.830078125,2.0,ok,inj
0.0,0.0,0.0,141676884,1.5,pix2pix,5.672171391615729,inj_1908,0.4446535282898919,11.422987921169739,50.60765102256392,78650,1,LIDC-IDRI-0982,0.0,541x512x512,542x512x512,0.0,0.0,0.0,11770,0.0,0.0,0.0,52600,541x512x512,30786,z=1.25,0.5859379768371582,0.5859379768371582,1.25,ok,inj
0.7868498853054019,805.7342825527315,908.3346879504256,34800244,0.7071067811865476,pix2pix,8.934901082006942,inj_196,1.0,1001.3356114584848,1006.7117187452466,27508,67,LIDC-IDRI-0111,0.9989977949156418,133x512x512,200x512x512,1.0,1024.0,1024.0,6624,1.0,1024.0,1024.0,30776,133x512x512,3000705,z=2.5,0.703125,0.703125,2.5,ok,inj
0.0,0.0,0.0,34795240,0.7071067811865476,pix2pix,8.330605303655606,inj_1977,0.43963675213675213,20.82678952991453,89.74219292640066,29952,1,LIDC-IDRI-0005,0.0,133x512x512,134x512x512,0.0,0.0,0.0,7104,0.0,0.0,0.0,32856,133x512x512,3000548,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,inj
0.0,0.0,0.0,33496685,1.4142135623730951,pix2pix,8.22270987423875,inj_1993,0.3807463493780422,19.460831218538086,94.29122685592806,24037,1,LIDC-IDRI-0011,0.0,128x512x512,129x512x512,0.0,0.0,0.0,5934,0.0,0.0,0.0,27776,128x512x512,3000559,z=2.5,0.7421879768371582,0.7421879768371582,2.5,ok,inj
0.0,0.0,0.0,31649512,0.7071067811865476,pix2pix,7.0217339457889985,inj_2044,0.4144965277777778,13.910657051282051,69.70415916587308,29952,1,LIDC-IDRI-0040,0.0,121x512x512,122x512x512,0.0,0.0,0.0,7104,0.0,0.0,0.0,32856,121x512x512,3000578,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,inj
0.0,0.0,0.0,30617645,0.0,pix2pix,9.0659251108086,inj_218,0.4374227794810781,34.1639591818057,124.93628065225401,21853,1,LIDC-IDRI-0124,0.0,117x512x512,118x512x512,0.0,0.0,0.0,5494,0.0,0.0,0.0,25856,117x512x512,3,z=2.5,0.78125,0.78125,2.5,ok,inj
0.0,0.0,0.0,35860525,0.0,pix2pix,8.7247197654848,inj_2201,0.4386583077838283,12.76918500892326,57.4457455546705,21853,1,LIDC-IDRI-0126,0.0,137x512x512,138x512x512,0.0,0.0,0.0,5494,0.0,0.0,0.0,25856,137x512x512,3000639,z=2.5,0.78125,0.78125,2.5,ok,inj
0.0011426856283581713,0.07387466523365199,4.180518454763696,35568838,0.5,pix2pix,21.71443707961573,inj_2256,0.25788733860891294,35.21290608079967,128.23311508520908,38416,0,LIDC-IDRI-0147,0.8239788213137181,136x512x512,136x512x512,0.1330309901738473,7.072940287226001,41.74344098424735,7938,0.12848977797318092,6.201720158276545,39.16875385180034,36392,136x512x512,3313,z=2,0.6499999761581421,0.6499999761581421,2.0,ok,inj
0.0,0.0,0.0,65715424,0.8660254037844386,pix2pix,2.306333272531002,inj_2275,0.4207451923076923,3.7596875,10.088210703207368,41600,1,LIDC-IDRI-0158,0.0,251x512x512,252x512x512,0.0,0.0,0.0,7360,0.0,0.0,0.0,33760,251x512x512,3000737,z=1.25,0.8085939884185791,0.8085939884185791,1.25,ok,inj
0.0,0.0,0.0,34795240,0.7071067811865476,pix2pix,7.961586615408648,inj_2295,0.42975427350427353,22.40872061965812,101.08348592691465,29952,1,LIDC-IDRI-0167,0.0,133x512x512,134x512x512,0.0,0.0,0.0,7104,0.0,0.0,0.0,32856,133x512x512,2,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,inj
0.0,0.0,0.0,34795240,0.7071067811865476,pix2pix,8.538185354208839,inj_2364,0.5015024038461539,18.99762954059829,57.12316216488555,29952,1,LIDC-IDRI-0201,0.0,133x512x512,134x512x512,0.0,0.0,0.0,7104,0.0,0.0,0.0,32856,133x512x512,4,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,inj
0.0,0.0,0.0,78811860,1.5,pix2pix,6.459792688363547,inj_2369,0.49459167117360736,16.01861713192162,59.971578567571,48074,1,LIDC-IDRI-0206,0.0,301x512x512,302x512x512,0.0,0.0,0.0,8170,0.0,0.0,0.0,37240,301x512x512,102,z=1.25,0.7519530057907104,0.7519530057907104,1.25,ok,inj
0.0,0.0,0.0,30343796,0.7071067811865476,pix2pix,6.208114385192539,inj_2412,0.393049294750618,16.15293732732296,81.03334033975871,27508,1,LIDC-IDRI-0245,0.0,116x512x512,117x512x512,0.0,0.0,0.0,6624,0.0,0.0,0.0,30776,116x512x512,2,z=2.5,0.703125,0.703125,2.5,ok,inj
0.0,0.0,0.0,76703296,0.8660254037844386,pix2pix,5.968558969078607,inj_2430,0.44365275556201833,19.29387814453977,92.61903038727682,55016,1,LIDC-IDRI-0269,0.0,293x512x512,294x512x512,0.0,0.0,0.0,9016,0.0,0.0,0.0,40864,293x512x512,4,z=1.25,0.6894530057907104,0.6894530057907104,1.25,ok,inj
0.0,0.0,0.0,69355296,0.8660254037844386,pix2pix,13.013081298998443,inj_2506,0.511184561965812,20.13027510683761,45.09040583299024,59904,0,LIDC-IDRI-0321,0.0,265x512x512,265x512x512,0.0,0.0,0.0,9600,0.0,0.0,0.0,43360,265x512x512,2,z=1.25,0.6640620231628418,0.6640620231628418,1.25,ok,inj
0.0,0.0,0.0,35860525,0.0,pix2pix,7.255238422738187,inj_304,0.407861620830092,13.623896032581339,72.22918134526492,21853,1,LIDC-IDRI-0159,0.0,137x512x512,138x512x512,0.0,0.0,0.0,5494,0.0,0.0,0.0,25856,137x512x512,3,z=2.5,0.78125,0.78125,2.5,ok,inj
0.0,0.0,0.0,67560548,0.5,pix2pix,7.101546047266248,inj_315,0.45926279710063495,19.97954711468225,92.9074982187266,35594,1,LIDC-IDRI-0164,0.0,258x512x512,259x512x512,0.0,0.0,0.0,6586,0.0,0.0,0.0,30424,258x512x512,2,z=1.25,0.859375,0.859375,1.25,ok,inj
0.0,0.0,0.0,34795240,0.7071067811865476,pix2pix,6.604333374418915,inj_319,0.38878872863247865,17.60453392094017,81.7684076073326,29952,1,LIDC-IDRI-0167,0.0,133x512x512,134x512x512,0.0,0.0,0.0,7104,0.0,0.0,0.0,32856,133x512x512,2,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,inj
0.0,0.0,0.0,33496685,1.4142135623730951,pix2pix,8.772066405682704,inj_33,0.44710238382493656,20.942422099263634,94.31475536204928,24037,1,LIDC-IDRI-0012,0.0,128x512x512,129x512x512,0.0,0.0,0.0,5934,0.0,0.0,0.0,27776,128x512x512,3000561,z=2.5,0.7421879768371582,0.7421879768371582,2.5,ok,inj
0.7868498853054019,805.7342825527315,908.3346879504256,34800244,0.7071067811865476,pix2pix,6.752333974088244,inj_402,1.0,1008.4804784062818,1011.0991705832361,27508,67,LIDC-IDRI-0212,0.9989977949156418,133x512x512,200x512x512,1.0,1024.0,1024.0,6624,1.0,1024.0,1024.0,30776,133x512x512,2,z=2.5,0.703125,0.703125,2.5,ok,inj
0.0,0.0,0.0,37437749,1.4142135623730951,pix2pix,8.141117997687852,inj_435,0.4526880089010267,15.70222019926162,61.79020172717233,19773,1,LIDC-IDRI-0243,0.0,143x512x512,144x512x512,0.0,0.0,0.0,5070,0.0,0.0,0.0,24000,143x512x512,4,z=2.5,0.8203120231628418,0.8203120231628418,2.5,ok,inj
0.0,0.0,0.0,49741366,1.5,pix2pix,8.250779025545834,inj_528,0.44622093023255816,18.26994321254732,87.94979615742133,29584,1,LIDC-IDRI-0320,0.0,190x512x512,191x512x512,0.0,0.0,0.0,6450,0.0,0.0,0.0,29960,190x512x512,3000044,z=2,0.7421875,0.7421875,2.0,ok,inj
0.0,0.0,0.0,121753940,1.5,pix2pix,5.279933718620989,inj_677,0.4532612841703751,18.378931977113794,85.26462476602346,78650,1,LIDC-IDRI-0397,0.0,465x512x512,466x512x512,0.0,0.0,0.0,11770,0.0,0.0,0.0,52600,465x512x512,31211,z=1.25,0.5859379768371582,0.5859379768371582,1.25,ok,inj
0.0,0.0,0.0,70149696,0.8660254037844386,pix2pix,9.9176697967013,inj_720,0.5165042896611894,23.074432892249526,78.56845943100973,55016,0,LIDC-IDRI-0408,0.0,268x512x512,268x512x512,0.0,0.0,0.0,9016,0.0,0.0,0.0,40864,268x512x512,2,z=1.25,0.703125,0.703125,1.25,ok,inj
0.0,0.0,0.0,46333494,1.5,pix2pix,7.915674333409044,inj_734,0.4710316387236344,20.507740670632774,88.47317944785121,29584,1,LIDC-IDRI-0413,0.0,177x512x512,178x512x512,0.0,0.0,0.0,6450,0.0,0.0,0.0,29960,177x512x512,3000050,z=2,0.7421875,0.7421875,2.0,ok,inj
0.0,0.0,0.0,111579860,1.5,pix2pix,7.405784139701166,inj_756,0.4585222781545118,16.132420851187753,73.1216697794734,48074,1,LIDC-IDRI-0427,0.0,426x512x512,427x512x512,0.0,0.0,0.0,8170,0.0,0.0,0.0,37240,426x512x512,31362,z=1.25,0.7421879768371582,0.7421879768371582,1.25,ok,inj
0.0,0.0,0.0,46846822,1.5,pix2pix,8.311170649279058,inj_830,0.45532480760525124,14.318781122679946,70.54356571562751,35344,1,LIDC-IDRI-0457,0.0,179x512x512,180x512x512,0.0,0.0,0.0,7426,0.0,0.0,0.0,34184,179x512x512,3000292,z=2,0.68359375,0.68359375,2.0,ok,inj
0.0,0.0,0.0,121753940,1.5,pix2pix,5.695383619068212,inj_861,0.46690400508582325,16.999898283534648,57.98788921502039,78650,1,LIDC-IDRI-0469,0.0,465x512x512,466x512x512,0.0,0.0,0.0,11770,0.0,0.0,0.0,52600,465x512x512,30906,z=1.25,0.5859379768371582,0.5859379768371582,1.25,ok,inj
0.0,0.0,0.0,121753940,1.5,pix2pix,5.119782979656743,inj_862,0.481347743165925,22.00342021614749,91.03860236269323,78650,1,LIDC-IDRI-0469,0.0,465x512x512,466x512x512,0.0,0.0,0.0,11770,0.0,0.0,0.0,52600,465x512x512,30906,z=1.25,0.5859379768371582,0.5859379768371582,1.25,ok,inj
0.0,0.0,0.0,36897396,0.7071067811865476,pix2pix,8.725030128843974,inj_918,0.41569725170859384,18.26057874072997,87.30828849585596,27508,1,LIDC-IDRI-0489,0.0,141x512x512,142x512x512,0.0,0.0,0.0,6624,0.0,0.0,0.0,30776,141x512x512,3,z=2.5,0.703125,0.703125,2.5,ok,inj
0.0,0.0,0.0,140134176,0.8660254037844386,pix2pix,6.94799375596739,inj_920,0.4769130608974359,20.696314102564102,88.27146062696566,59904,1,LIDC-IDRI-0491,0.0,535x512x512,536x512x512,0.0,0.0,0.0,9600,0.0,0.0,0.0,43360,535x512x512,30324,z=1.25,0.6640620231628418,0.6640620231628418,1.25,ok,inj
5.224301615058116e-06,5.224301615058116e-06,0.0022856731207804228,66228948,1.5,pix2pix,16.582694090890904,rem_103,0.9745392519865208,48.313683071930775,133.2914671620253,48074,1,LIDC-IDRI-0129,0.009199534736174263,253x512x512,254x512x512,0.0003671970624235006,0.0003671970624235006,0.019162386657812242,8170,0.002309344790547798,0.002309344790547798,0.04805564265045051,37240,253x512x512,2,z=1.25,0.7421879768371582,0.7421879768371582,1.25,ok,rem
0.0011309039417491053,0.002393515462508781,0.24496589008698078,153825620,0.7071067811865476,pix2pix,26.61273670319921,rem_118,0.9481966505016394,57.41794121689278,119.59098716632035,203732,0,LIDC-IDRI-0140,0.5962217772445477,588x512x512,588x512x512,0.9994239631336406,2.510752688172043,7.995294314957749,20832,0.9997568738396252,2.3149257360091946,7.995350933417033,90488,588x512x512,5585,z=0.6,0.513671875,0.513671875,0.6000000238418579,ok,rem
0.003114251119840735,0.5665920513178159,13.986597534430809,34807405,1.4142135623730951,pix2pix,62.002866733560445,rem_121,0.999209551940758,172.82793193826186,228.51666405021214,24037,1,LIDC-IDRI-0144,0.8553960083084982,133x512x512,134x512x512,0.9993259184361307,122.68587799123694,143.2104355509435,5934,0.998991935483871,120.43587989631337,152.8128284820195,27776,133x512x512,3000703,z=2.5,0.7421879768371582,0.7421879768371582,2.5,ok,rem
1.0962933524947461e-05,1.0962933524947461e-05,0.0033110320936148387,36395368,0.7071067811865476,pix2pix,13.526455607346767,rem_132,0.9545940170940171,62.53169515669516,177.1758600236463,16848,1,LIDC-IDRI-0153,0.031844449795328675,139x512x512,140x512x512,0.004256272401433692,0.004256272401433692,0.0652401134382344,4464,0.005202474690663667,0.005202474690663667,0.07212818236073655,21336,139x512x512,3000669,z=2.5,0.8984379768371582,0.8984379768371582,2.5,ok,rem
2.3326646106791678e-05,2.3326646106791678e-05,0.004829766672085897,39268397,0.0,pix2pix,32.8197819429136,rem_155,0.9844414954468494,93.07921109229854,218.97702095600798,21853,1,LIDC-IDRI-0181,0.0456904582353724,150x512x512,151x512x512,0.00018201674554058973,0.00018201674554058973,0.013491358179982834,5494,0.0043703589108910895,0.0043703589108910895,0.0661086901314123,25856,150x512x512,3,z=2.5,0.78125,0.78125,2.5,ok,rem
7.254742006306715e-07,7.254742006306715e-07,0.0008517477329765378,35838628,0.7071067811865476,pix2pix,10.517464090779095,rem_160,0.9488,21.636123076923077,51.55684241688973,32500,1,LIDC-IDRI-0186,0.0008424599831508003,137x512x512,138x512x512,0.0,0.0,0.0,7600,0.0,0.0,0.0,35000,137x512x512,3,z=2.5,0.6445310115814209,0.6445310115814209,2.5,ok,rem
2.179391677426238e-06,2.179391677426238e-06,0.001476276287632582,39001709,1.4142135623730951,pix2pix,12.984816334060127,rem_17,0.9780338644589591,37.06028206514956,71.12816922964237,24037,1,LIDC-IDRI-0021,0.0040669349714043635,149x512x512,150x512x512,0.0,0.0,0.0,5934,0.00039602534562211984,0.00039602534562211984,0.01990038556465979,27776,149x512x512,3000570,z=2.5,0.7421879768371582,0.7421879768371582,2.5,ok,rem
5.8053917719780065e-06,5.8053917719780065e-06,0.0024094380614529203,34795240,0.7071067811865476,pix2pix,38.92377231846406,rem_170,0.9866786858974359,93.64336271367522,204.56072287452622,29952,1,LIDC-IDRI-0195,0.007689208246591901,133x512x512,134x512x512,0.00014076576576576576,0.00014076576576576576,0.011864474946906237,7104,0.0007913318724129534,0.0007913318724129534,0.028130621614407197,32856,133x512x512,3,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,rem
1.856023916642904e-05,1.856023916642904e-05,0.004308159603175008,36906852,0.7071067811865476,pix2pix,34.43483136986907,rem_188,0.9877027734170591,103.53000174428746,226.45682467410683,22932,1,LIDC-IDRI-0229,0.03473258043895163,141x512x512,142x512x512,0.0007002801120448179,0.0007002801120448179,0.02646280620124816,5712,0.004700089525514772,0.004700089525514772,0.06855719893282376,26808,141x512x512,4,z=2.5,0.7617189884185791,0.7617189884185791,2.5,ok,rem
0.0006671957677624629,0.0006671957677624629,0.02583013294124641,56019540,1.5,pix2pix,39.88408299907815,rem_204,0.9927932028523745,94.28245587417184,182.10109230518836,39546,1,LIDC-IDRI-0249,0.6522774978079693,214x512x512,215x512x512,0.9457593688362919,0.9457593688362919,0.972501603513481,7098,0.9058286344692327,0.9058286344692327,0.9517503004828697,32632,214x512x512,3,z=1.25,0.8203120231628418,0.8203120231628418,1.25,ok,rem
2.8434949839168764e-06,2.8434949839168764e-06,0.0016862665815098384,34816309,1.4142135623730951,pix2pix,10.356764472940968,rem_205,0.9503363172002225,27.107115763920497,84.9415163189252,19773,1,LIDC-IDRI-0250,0.00545146607388589,133x512x512,134x512x512,0.0,0.0,0.0,5070,0.00016666666666666666,0.00016666666666666666,0.012909944487358056,24000,133x512x512,2,z=2.5,0.8203120231628418,0.8203120231628418,2.5,ok,rem
8.042208035320459e-07,8.042208035320459e-07,0.0008967835879029265,34816309,1.4142135623730951,pix2pix,11.267625052475267,rem_206,0.9529661659839175,30.381429221665908,88.23013440775136,19773,1,LIDC-IDRI-0250,0.0014837581474219702,133x512x512,134x512x512,0.0,0.0,0.0,5070,0.0,0.0,0.0,24000,133x512x512,2,z=2.5,0.8203120231628418,0.8203120231628418,2.5,ok,rem
2.362069474355144e-06,2.362069474355144e-06,0.0015369025585101823,37678824,0.7071067811865476,pix2pix,14.959859300377268,rem_211,0.9547275641025641,43.01686030982906,129.3851121455835,29952,1,LIDC-IDRI-0260,0.003102666899076172,144x512x512,145x512x512,0.0,0.0,0.0,7104,0.0,0.0,0.0,32856,144x512x512,2,z=2.5,0.6640620231628418,0.6640620231628418,2.5,ok,rem
2.7775380211239313e-06,2.7775380211239313e-06,0.001666594738118398,62285376,0.8660254037844386,pix2pix,13.309131931988375,rem_215,0.9404173331394503,57.5482405118511,187.42384202923714,55016,1,LIDC-IDRI-0264,0.003351826167360148,238x512x512,239x512x512,0.0,0.0,0.0,9016,2.447141738449491e-05,2.447141738449491e-05,0.004946859345533781,40864,238x512x512,2,z=1.25,0.703125,0.703125,1.25,ok,rem
4.986612739973757e-07,4.986612739973757e-07,0.0007061595244683567,100268464,0.8660254037844386,pix2pix,21.711151631692086,rem_224,0.9829779730902778,45.118570963541664,109.84681531699705,73728,1,LIDC-IDRI-0300,0.0006894364546419756,383x512x512,384x512x512,0.0,0.0,0.0,10752,0.0,0.0,0.0,48208,383x512x512,3000658,z=1,0.6640625,0.6640625,1.0,ok,rem
7.591256185077645e-07,7.591256185077645e-07,0.0008712781522038554,36884541,1.4142135623730951,pix2pix,14.477361654309746,rem_27,0.9367994558305976,35.69082897110579,90.65116127522326,33813,1,LIDC-IDRI-0037,0.0008831693161746152,141x512x512,142x512x512,0.0,0.0,0.0,7854,0.0,0.0,0.0,36096,141x512x512,3000573,z=2.5,0.625,0.625,2.5,ok,rem
2.2385772677403332e-07,2.2385772677403332e-07,0.00047313605524630366,53605476,0.5,pix2pix,49.89336225895109,rem_284,0.9954404797765425,100.63831913903114,158.52301083867476,73034,0,LIDC-IDRI-0415,0.0001650323876060677,205x512x512,205x512x512,0.0,0.0,0.0,11130,0.0,0.0,0.0,49880,205x512x512,2,z=1.25,0.6054689884185791,0.6054689884185791,1.25,ok,rem
2.916292951835867e-05,2.916292951835867e-05,0.005400271244887489,54658432,0.8660254037844386,pix2pix,52.212856207785556,rem_297,0.9958608329540283,151.05976900318618,255.9904368875504,70304,1,LIDC-IDRI-0466,0.028972844026517987,209x512x512,210x512x512,0.004807692307692308,0.004807692307692308,0.06933752452815364,10816,0.00912574159525379,0.00912574159525379,0.09552874748081747,48544,209x512x512,2,z=1.25,0.6171879768371582,0.6171879768371582,1.25,ok,rem
2.1148428025947474e-05,2.1148428025947474e-05,0.004598742004716885,47379408,0.8660254037844386,pix2pix,12.900263455161197,rem_316,0.969686208677686,29.75552040289256,68.58984986041278,30976,1,LIDC-IDRI-0505,0.04065793676141808,181x512x512,182x512x512,0.005382775119617225,0.005382775119617225,0.07336739820667777,6688,0.0075826019617965925,0.0075826019617965925,0.08707813710568568,30992,181x512x512,3000011,z=2,0.72265625,0.72265625,2.0,ok,rem
0.0008427144409852743,0.0008427144409852743,0.02902954427794681,68096614,0.5,pix2pix,8.776850663089634,rem_326,0.9418500892325996,27.20125669244497,69.60663433913047,26896,1,LIDC-IDRI-0510,0.7615699562332345,260x512x512,261x512x512,0.7423989308386234,0.7423989308386234,0.8616257487091616,5986,0.682901517320355,0.682901517320355,0.8263785556997199,27944,260x512x512,30017,z=2,0.78125,0.78125,2.0,ok,rem
0.0009464754053780482,0.0009464754053780482,0.030764840408785615,42362432,0.8660254037844386,pix2pix,83.50446931954541,rem_333,0.9975643449178421,186.58252144830595,259.96109553899504,55016,0,LIDC-IDRI-0523,0.5232999504903195,162x512x512,162x512x512,0.46994232475598935,0.46994232475598935,0.6855233947546863,9016,0.3894626076742365,0.3894626076742365,0.6240693933163495,40864,162x512x512,2,z=1.25,0.703125,0.703125,1.25,ok,rem
3.527257211261728e-06,3.527257211261728e-06,0.0018780993613921836,64922966,1.5,pix2pix,25.203946001908683,rem_369,0.987576893502499,65.06805074971165,128.23034352889283,41616,1,LIDC-IDRI-0629,0.00575755376539178,248x512x512,249x512x512,0.0,0.0,0.0,8466,0.00023277467411545624,0.00023277467411545624,0.015256954942433835,38664,248x512x512,30012,z=2,0.6328125,0.6328125,2.0,ok,rem
